time_betw_scan_hours,CA,YM,Class,dea_eff,cluster efficency - 5 clusters,cluster normalized - 5 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
2585.000,2.410,6.669,0.000,0.750,2.000,2.000,0.151,0.211,0.586,0.522,0.202,0.012
1758.000,2.470,6.360,0.000,0.480,1.000,3.000,0.189,0.263,0.218,0.264,0.317,0.056
1215.000,2.610,7.290,0.000,0.730,2.000,4.000,0.130,0.193,0.447,0.543,0.344,0.179
2958.000,2.633,6.309,0.000,0.910,0.000,2.000,0.303,0.912,0.533,0.477,0.038,0.051
1466.000,2.492,5.741,0.000,0.860,0.000,4.000,0.119,0.193,0.602,0.727,0.055,0.000
104.000,2.508,6.664,0.000,0.480,1.000,3.000,0.119,0.140,0.125,0.311,0.328,0.116
302.000,2.559,6.401,0.000,0.740,2.000,4.000,0.200,0.246,0.518,0.583,0.109,0.104
2508.000,2.617,6.355,0.000,0.700,2.000,2.000,0.130,0.684,0.487,0.520,0.082,0.114
1332.000,2.570,5.794,0.000,0.780,2.000,4.000,0.130,0.035,0.559,0.629,0.005,0.091
539.000,2.572,6.886,0.000,0.680,2.000,3.000,0.135,0.105,0.111,0.445,0.459,0.257
2422.000,2.630,5.921,0.000,0.600,3.000,4.000,0.086,0.088,0.279,0.519,0.191,0.189
1563.000,2.309,6.686,0.000,0.680,2.000,0.000,0.124,0.263,0.284,0.051,0.273,0.595
3283.000,2.222,6.731,0.000,0.710,2.000,2.000,0.189,0.421,0.502,0.515,0.230,0.073
1456.000,2.765,6.779,0.000,0.510,1.000,3.000,0.254,0.298,0.202,0.050,0.333,0.045
1473.000,2.545,6.546,0.000,0.430,4.000,3.000,0.162,0.070,0.273,0.130,0.339,0.187
1265.000,2.312,6.729,0.000,0.730,2.000,2.000,0.173,0.368,0.387,0.547,0.301,0.111
2585.000,2.757,6.765,0.000,0.730,2.000,2.000,0.157,0.526,0.553,0.523,0.098,0.096
1709.000,2.631,6.971,0.000,0.670,2.000,3.000,0.146,0.246,0.142,0.462,0.350,0.325
972.000,2.654,7.269,0.000,0.670,2.000,2.000,0.184,0.386,0.396,0.436,0.355,0.003
1183.000,2.506,6.033,0.000,0.850,0.000,4.000,0.162,0.035,0.469,0.800,0.027,0.146
1349.000,2.639,6.752,0.000,0.740,2.000,2.000,0.232,0.368,0.324,0.552,0.295,0.003
1622.000,2.523,6.782,0.000,1.000,0.000,0.000,0.114,0.228,0.005,0.018,0.328,1.000
251.000,2.470,6.860,0.000,0.860,0.000,0.000,0.157,0.333,0.183,0.008,0.055,0.799
2861.000,2.509,6.143,0.000,0.640,3.000,3.000,0.178,0.035,0.315,0.375,0.454,0.192
1527.000,2.720,5.908,0.000,0.810,0.000,0.000,0.043,0.175,0.033,0.173,0.787,0.509
3089.000,2.684,6.757,0.000,0.530,1.000,0.000,0.141,0.070,0.195,0.173,0.361,0.410
1193.000,2.581,6.966,0.000,0.610,3.000,0.000,0.114,0.123,0.113,0.075,0.322,0.554
1147.000,2.880,6.940,0.000,0.630,3.000,3.000,0.011,0.053,0.027,0.403,0.470,0.239
2798.000,2.801,6.775,0.000,0.700,2.000,3.000,0.238,0.035,0.197,0.514,0.279,0.279
1436.000,2.560,6.802,0.000,0.510,1.000,0.000,0.157,0.140,0.123,0.079,0.317,0.390
1577.000,2.693,7.010,0.000,0.680,2.000,2.000,0.178,0.298,0.490,0.533,0.104,0.114
4723.000,2.459,5.873,0.000,0.790,2.000,4.000,0.189,0.193,0.504,0.691,0.005,0.063
1715.000,2.981,7.041,0.000,0.660,2.000,3.000,0.205,0.070,0.221,0.392,0.448,0.138
932.000,2.835,6.517,0.000,0.470,1.000,3.000,0.124,0.140,0.252,0.212,0.344,0.302
5709.000,2.433,6.456,0.000,0.830,0.000,0.000,0.076,0.246,0.267,0.504,0.142,0.781
1597.000,2.683,5.633,0.000,0.640,3.000,4.000,0.195,0.088,0.443,0.519,0.077,0.012
1790.000,2.771,6.378,0.000,0.740,2.000,0.000,0.086,0.053,0.055,0.459,0.492,0.486
1652.000,2.920,7.300,0.000,0.830,0.000,2.000,0.222,0.491,0.637,0.464,0.415,0.262
1202.000,2.830,6.024,0.000,0.590,3.000,4.000,0.108,0.105,0.356,0.545,0.044,0.020
1537.000,2.388,7.123,0.000,0.720,2.000,3.000,0.168,0.018,0.552,0.435,0.404,0.005
1595.000,2.538,6.495,0.000,0.730,2.000,2.000,0.076,0.316,0.382,0.552,0.350,0.083
1876.000,2.397,5.629,0.000,0.500,1.000,0.000,0.081,0.298,0.278,0.251,0.175,0.360
5006.000,2.641,6.757,0.000,0.720,2.000,3.000,0.200,0.088,0.302,0.466,0.464,0.046
1280.000,2.804,6.611,0.000,0.740,2.000,3.000,0.038,0.140,0.133,0.531,0.492,0.159
1500.000,2.660,6.530,0.000,0.510,1.000,0.000,0.130,0.105,0.216,0.105,0.426,0.375
1224.000,2.338,7.182,0.000,0.710,2.000,2.000,0.141,0.421,0.456,0.555,0.208,0.126
1317.000,2.550,6.019,0.000,0.570,3.000,0.000,0.092,0.105,0.130,0.077,0.126,0.556
8438.000,2.681,7.375,0.000,0.450,1.000,3.000,0.065,0.018,0.112,0.204,0.410,0.275
1210.000,2.611,6.579,0.000,0.770,2.000,4.000,0.265,0.228,0.578,0.545,0.071,0.056
1326.000,2.797,6.920,0.000,0.750,2.000,2.000,0.324,0.421,0.436,0.450,0.372,0.068
1340.000,2.676,6.505,0.000,0.350,4.000,0.000,0.108,0.070,0.135,0.212,0.104,0.287
1466.000,2.173,6.632,0.000,0.700,2.000,2.000,0.211,0.298,0.439,0.548,0.175,0.025
2531.000,2.537,6.984,0.000,0.650,3.000,2.000,0.200,0.333,0.351,0.519,0.169,0.091
1160.000,2.626,6.838,0.000,0.660,2.000,2.000,0.200,0.526,0.383,0.532,0.098,0.101
1715.000,2.406,6.210,0.000,0.640,3.000,2.000,0.222,0.439,0.378,0.529,0.071,0.083
1897.000,2.439,7.015,0.000,0.710,2.000,2.000,0.205,0.368,0.530,0.511,0.137,0.035
1147.000,2.679,5.771,0.000,0.730,2.000,2.000,0.157,0.386,0.511,0.601,0.005,0.023
1503.000,2.709,6.038,0.000,0.380,4.000,0.000,0.043,0.123,0.151,0.091,0.224,0.328
3978.000,2.700,7.399,0.000,0.680,2.000,2.000,0.259,0.316,0.463,0.531,0.087,0.056
1719.000,2.119,5.910,0.000,0.690,2.000,2.000,0.114,0.351,0.490,0.559,0.049,0.119
4601.000,2.747,6.464,0.000,0.760,2.000,4.000,0.157,0.088,0.516,0.651,0.016,0.086
1615.000,2.720,6.637,0.000,0.610,3.000,0.000,0.027,0.053,0.004,0.177,0.557,0.478
1326.000,2.562,6.478,0.000,0.660,2.000,2.000,0.270,0.526,0.568,0.217,0.311,0.032
754.000,2.860,6.690,0.000,0.760,2.000,2.000,0.168,0.211,0.518,0.537,0.361,0.005
818.000,2.536,6.479,0.000,0.480,1.000,0.000,0.038,0.018,0.113,0.216,0.388,0.353
2045.000,2.718,7.184,0.000,0.580,3.000,3.000,0.178,0.070,0.097,0.227,0.486,0.308
1461.000,2.616,6.952,0.000,0.560,3.000,3.000,0.043,0.175,0.104,0.297,0.492,0.221
2718.000,2.900,5.873,0.000,0.830,0.000,0.000,0.011,0.351,0.233,0.472,0.016,0.750
2792.000,2.566,5.224,0.000,0.800,2.000,4.000,0.119,0.175,0.469,0.755,0.022,0.207
45.000,2.545,7.253,0.000,0.760,2.000,2.000,0.168,0.544,0.545,0.593,0.098,0.053
3266.000,2.326,5.839,0.000,0.760,2.000,4.000,0.216,0.000,0.530,0.608,0.027,0.050
7050.000,2.661,5.438,0.000,0.890,0.000,4.000,0.086,0.175,0.198,0.884,0.066,0.124
1432.000,2.648,6.174,0.000,0.860,0.000,4.000,0.038,0.281,0.013,0.809,0.055,0.547
5260.000,2.770,6.904,0.000,0.590,3.000,0.000,0.043,0.070,0.002,0.250,0.344,0.524
1513.000,2.440,5.658,0.000,0.680,2.000,2.000,0.157,0.596,0.350,0.562,0.071,0.073
796.000,2.560,7.403,0.000,0.630,3.000,3.000,0.086,0.000,0.102,0.335,0.514,0.373
928.000,2.643,6.003,0.000,0.660,2.000,4.000,0.124,0.035,0.466,0.546,0.022,0.143
4519.000,2.508,7.197,0.000,0.620,3.000,3.000,0.168,0.088,0.378,0.364,0.459,0.136
764.000,2.684,6.509,0.000,0.410,4.000,1.000,0.097,0.140,0.345,0.195,0.087,0.327
2859.000,2.588,6.752,0.000,0.550,1.000,3.000,0.162,0.211,0.042,0.361,0.339,0.063
142.000,2.585,5.947,0.000,0.810,0.000,4.000,0.178,0.140,0.497,0.733,0.022,0.151
1265.000,2.721,6.979,0.000,0.760,2.000,2.000,0.243,0.211,0.498,0.511,0.350,0.056
972.000,2.385,6.764,0.000,0.650,3.000,3.000,0.162,0.088,0.268,0.417,0.404,0.224
4757.000,2.735,6.696,0.000,0.580,3.000,3.000,0.130,0.035,0.345,0.369,0.383,0.121
2664.000,2.444,7.010,0.000,0.610,3.000,3.000,0.059,0.158,0.023,0.386,0.459,0.277
1305.000,2.610,7.167,0.000,0.700,2.000,4.000,0.297,0.228,0.461,0.519,0.137,0.091
2991.000,2.478,5.830,0.000,0.750,2.000,4.000,0.119,0.000,0.217,0.688,0.131,0.478
1618.000,2.650,6.759,0.000,0.520,1.000,0.000,0.151,0.000,0.004,0.108,0.333,0.426
835.000,2.540,6.194,0.000,1.000,0.000,4.000,0.065,0.263,0.837,0.673,0.224,0.597
1266.000,2.520,7.145,0.000,0.750,2.000,3.000,0.032,0.088,0.152,0.224,0.749,0.262
993.000,2.872,5.574,0.000,0.950,0.000,4.000,0.146,0.158,0.574,0.899,0.000,0.098
154.000,2.259,6.329,0.000,0.420,4.000,0.000,0.130,0.193,0.333,0.084,0.098,0.340
1349.000,2.329,6.307,0.000,0.510,1.000,1.000,0.232,0.421,0.207,0.027,0.202,0.020
1295.000,2.354,7.038,0.000,0.640,3.000,2.000,0.135,0.404,0.435,0.381,0.311,0.222
1021.000,2.657,6.061,0.000,0.600,3.000,0.000,0.043,0.140,0.175,0.131,0.459,0.526
1646.000,2.309,7.108,0.000,1.000,0.000,3.000,1.000,0.140,0.349,0.286,0.333,0.478
3833.000,2.585,7.266,0.000,0.490,1.000,3.000,0.016,0.158,0.121,0.235,0.377,0.308
1348.000,2.428,6.795,0.000,0.880,0.000,2.000,0.416,0.842,0.601,0.253,0.104,0.186
84.000,2.956,5.792,0.000,0.730,2.000,4.000,0.157,0.140,0.568,0.511,0.016,0.028
1343.000,2.753,7.118,0.000,0.890,0.000,4.000,0.341,0.263,0.396,0.614,0.372,0.229
1381.000,2.541,6.814,0.000,0.570,3.000,3.000,0.092,0.018,0.324,0.381,0.361,0.174
4507.000,2.652,6.507,0.000,0.370,4.000,0.000,0.027,0.070,0.229,0.103,0.306,0.299
1430.000,2.830,7.220,0.000,0.620,3.000,3.000,0.130,0.175,0.446,0.378,0.366,0.310
1459.000,2.520,6.409,0.000,0.470,1.000,0.000,0.065,0.035,0.218,0.259,0.284,0.373
8623.000,2.683,7.189,0.000,0.460,1.000,3.000,0.076,0.053,0.254,0.277,0.350,0.151
1387.000,2.570,7.021,0.000,0.520,1.000,0.000,0.103,0.018,0.146,0.128,0.268,0.469
3.000,2.681,6.605,0.000,0.520,1.000,3.000,0.114,0.123,0.165,0.259,0.399,0.313
2623.000,2.510,6.126,0.000,0.760,2.000,4.000,0.162,0.211,0.515,0.657,0.033,0.066
4426.000,2.440,6.899,0.000,0.430,4.000,3.000,0.103,0.018,0.273,0.230,0.322,0.186
436.000,2.414,6.626,0.000,0.900,0.000,2.000,0.400,0.860,0.503,0.398,0.044,0.302
3218.000,2.670,6.641,0.000,0.510,1.000,3.000,0.168,0.175,0.039,0.222,0.372,0.260
921.000,2.643,6.328,0.000,0.680,2.000,4.000,0.173,0.211,0.392,0.594,0.082,0.104
1176.000,2.518,5.817,0.000,0.470,1.000,0.000,0.054,0.140,0.109,0.142,0.383,0.352
2669.000,2.690,6.214,0.000,0.460,1.000,0.000,0.076,0.070,0.056,0.017,0.399,0.376
1494.000,2.743,6.510,0.000,0.550,1.000,0.000,0.141,0.158,0.349,0.131,0.235,0.476
1378.000,2.630,5.278,0.000,0.970,0.000,4.000,0.092,0.158,0.387,0.943,0.038,0.509
1136.000,2.466,5.819,0.000,0.720,2.000,4.000,0.168,0.035,0.431,0.656,0.022,0.038
457.000,2.439,6.408,0.000,0.540,1.000,3.000,0.168,0.018,0.099,0.337,0.339,0.172
1066.000,2.517,6.862,0.000,1.000,0.000,0.000,0.227,0.351,0.827,0.496,0.191,0.939
995.000,2.780,5.663,0.000,0.620,3.000,4.000,0.168,0.070,0.251,0.578,0.011,0.028
1967.000,2.701,6.443,0.000,0.410,4.000,0.000,0.092,0.123,0.090,0.011,0.350,0.270
1632.000,2.640,6.064,0.000,0.600,3.000,0.000,0.054,0.105,0.114,0.194,0.497,0.498
1457.000,2.669,7.021,0.000,0.670,2.000,3.000,0.124,0.088,0.074,0.418,0.492,0.250
143.000,2.456,6.558,0.000,0.610,3.000,2.000,0.130,0.368,0.355,0.374,0.251,0.357
54.000,2.595,6.278,0.000,0.670,2.000,4.000,0.130,0.088,0.186,0.597,0.131,0.426
143.000,2.870,5.650,0.000,0.790,2.000,4.000,0.135,0.000,0.568,0.643,0.033,0.076
4016.000,2.720,5.678,0.000,0.490,1.000,0.000,0.092,0.035,0.190,0.186,0.044,0.471
1544.000,2.672,6.728,0.000,0.800,2.000,2.000,0.178,0.509,0.391,0.645,0.208,0.085
841.000,2.805,6.841,0.000,0.810,0.000,2.000,0.146,0.737,0.492,0.566,0.240,0.008
1095.000,2.730,7.214,0.000,0.580,3.000,3.000,0.103,0.123,0.244,0.306,0.470,0.305
107.000,2.683,7.079,0.000,0.660,2.000,3.000,0.108,0.421,0.237,0.381,0.475,0.176
2894.000,2.566,6.530,0.000,0.630,3.000,3.000,0.076,0.035,0.284,0.467,0.350,0.103
4621.000,2.584,7.198,0.000,0.740,2.000,2.000,0.157,0.474,0.422,0.566,0.246,0.045
1338.000,3.005,6.131,0.000,0.660,2.000,0.000,0.146,0.140,0.215,0.293,0.470,0.473
1222.000,2.600,6.914,0.000,0.550,1.000,3.000,0.097,0.018,0.121,0.256,0.448,0.373
1227.000,2.692,6.760,0.000,1.000,0.000,0.000,0.054,0.018,0.872,0.487,0.235,0.907
1487.000,2.469,7.020,0.000,0.720,2.000,3.000,0.184,0.211,0.482,0.378,0.426,0.425
1586.000,2.542,6.300,0.000,0.660,2.000,0.000,0.259,0.140,0.169,0.134,0.126,0.556
1441.000,2.963,5.543,0.000,0.940,0.000,4.000,0.146,0.018,0.569,0.892,0.027,0.111
2763.000,2.800,7.231,0.000,0.700,2.000,4.000,0.195,0.281,0.328,0.565,0.197,0.126
1119.000,2.463,6.425,0.000,0.660,2.000,2.000,0.184,0.526,0.442,0.523,0.060,0.109
3046.000,2.729,6.770,0.000,0.590,3.000,1.000,0.173,0.123,0.460,0.402,0.016,0.028
1416.000,2.852,7.047,0.000,0.660,2.000,3.000,0.195,0.105,0.462,0.402,0.366,0.260
1976.000,2.524,7.060,0.000,0.570,3.000,3.000,0.200,0.053,0.400,0.244,0.322,0.305
10085.000,2.626,6.330,0.000,0.440,4.000,0.000,0.092,0.035,0.336,0.256,0.044,0.410
5588.000,2.891,7.313,0.000,0.710,2.000,2.000,0.141,0.579,0.508,0.529,0.126,0.081
2529.000,2.456,6.537,0.000,0.690,2.000,2.000,0.227,0.298,0.415,0.541,0.148,0.071
886.000,2.423,5.636,0.000,0.940,0.000,0.000,0.141,0.368,0.219,0.397,0.027,0.884
1091.000,2.809,6.767,0.000,0.260,4.000,0.000,0.027,0.018,0.133,0.034,0.109,0.244
3406.000,2.360,6.267,0.000,0.560,3.000,3.000,0.135,0.035,0.306,0.380,0.328,0.141
6352.000,2.499,6.453,0.000,0.660,2.000,0.000,0.178,0.211,0.183,0.140,0.251,0.567
1723.000,2.590,5.588,0.000,0.450,1.000,1.000,0.086,0.105,0.449,0.027,0.126,0.100
2684.000,2.566,6.938,0.000,0.610,3.000,0.000,0.114,0.123,0.147,0.273,0.464,0.436
7636.000,2.670,6.660,0.000,0.470,1.000,3.000,0.027,0.140,0.306,0.333,0.219,0.318
3562.000,2.594,6.852,0.000,0.530,1.000,3.000,0.173,0.105,0.391,0.310,0.328,0.138
473.000,2.441,6.353,0.000,0.910,0.000,0.000,0.135,0.105,0.110,0.537,0.126,0.866
1496.000,2.667,7.042,0.000,0.640,3.000,2.000,0.146,0.421,0.427,0.531,0.109,0.106
1429.000,2.513,6.771,0.000,0.550,1.000,3.000,0.108,0.211,0.000,0.390,0.339,0.172
2617.000,2.535,6.369,0.000,0.620,3.000,4.000,0.227,0.175,0.324,0.524,0.044,0.071
2456.000,2.681,6.931,0.000,0.670,2.000,2.000,0.178,0.474,0.456,0.527,0.131,0.100
6161.000,2.511,6.921,0.000,0.590,3.000,3.000,0.211,0.351,0.296,0.143,0.492,0.035
1336.000,2.620,6.252,0.000,0.630,3.000,3.000,0.092,0.035,0.167,0.362,0.530,0.247
60.000,2.639,6.334,0.000,0.420,4.000,0.000,0.119,0.175,0.282,0.203,0.197,0.280
340.000,2.647,7.217,0.000,0.570,3.000,0.000,0.103,0.263,0.128,0.124,0.377,0.410
1073.000,2.377,6.449,0.000,0.990,0.000,1.000,0.119,0.228,0.991,0.157,0.011,0.012
5491.000,2.150,6.635,0.000,0.800,2.000,3.000,0.195,0.105,0.343,0.427,0.579,0.430
4460.000,2.420,6.341,0.000,0.400,4.000,3.000,0.054,0.088,0.161,0.122,0.383,0.231
897.000,2.790,6.675,0.000,0.440,4.000,0.000,0.049,0.035,0.116,0.089,0.426,0.335
1529.000,2.717,6.908,0.000,0.820,0.000,2.000,0.141,0.579,0.669,0.526,0.115,0.008
1076.000,2.668,5.812,0.000,0.650,3.000,4.000,0.195,0.053,0.380,0.566,0.038,0.050
1128.000,2.406,5.833,0.000,0.690,2.000,4.000,0.130,0.035,0.511,0.526,0.098,0.217
4482.000,2.684,7.218,0.000,0.440,4.000,3.000,0.146,0.000,0.194,0.176,0.383,0.153
2701.000,2.650,6.430,0.000,0.570,3.000,3.000,0.130,0.070,0.438,0.342,0.317,0.017
4429.000,2.653,6.767,0.000,0.550,1.000,3.000,0.297,0.035,0.270,0.230,0.317,0.294
1530.000,2.482,6.575,0.000,0.430,4.000,0.000,0.070,0.228,0.263,0.112,0.158,0.345
1489.000,2.751,6.570,0.000,0.630,3.000,0.000,0.043,0.053,0.128,0.222,0.508,0.512
1596.000,2.636,7.121,0.000,0.620,3.000,3.000,0.162,0.123,0.333,0.430,0.344,0.063
6299.000,2.350,5.411,0.000,0.610,3.000,0.000,0.011,0.035,0.099,0.254,0.410,0.534
1634.000,2.708,5.594,0.000,0.830,0.000,4.000,0.157,0.088,0.505,0.764,0.022,0.114
7184.000,2.195,6.682,0.000,0.720,2.000,2.000,0.135,0.316,0.540,0.513,0.246,0.041
1628.000,2.362,6.956,0.000,0.630,3.000,0.000,0.130,0.175,0.035,0.131,0.333,0.541
1031.000,2.601,6.365,0.000,0.690,2.000,0.000,0.027,0.281,0.362,0.143,0.590,0.448
1197.000,2.465,6.541,0.000,0.680,2.000,0.000,0.070,0.018,0.077,0.327,0.557,0.476
2771.000,2.744,6.612,0.000,0.410,4.000,0.000,0.059,0.105,0.005,0.022,0.322,0.343
2513.000,2.663,7.015,0.000,0.740,2.000,3.000,0.141,0.018,0.238,0.300,0.716,0.202
1261.000,2.419,6.483,0.000,0.520,1.000,0.000,0.081,0.035,0.005,0.300,0.344,0.376
1347.000,2.773,7.053,0.000,0.720,2.000,3.000,0.195,0.035,0.620,0.321,0.421,0.081
271.000,2.670,6.970,0.000,0.490,1.000,1.000,0.270,0.298,0.363,0.078,0.246,0.015
1193.000,2.685,6.446,0.000,0.730,2.000,0.000,0.054,0.456,0.072,0.240,0.432,0.403
14407.000,2.865,7.039,0.000,0.660,2.000,3.000,0.243,0.018,0.026,0.362,0.470,0.098
1210.000,2.570,6.936,0.000,0.770,2.000,4.000,0.184,0.281,0.579,0.570,0.066,0.096
2988.000,2.463,7.031,0.000,0.740,2.000,0.000,0.059,0.105,0.396,0.136,0.230,0.713
896.000,2.758,6.946,0.000,0.700,2.000,4.000,0.151,0.175,0.515,0.518,0.158,0.032
1626.000,2.435,6.906,0.000,0.800,2.000,3.000,0.286,0.035,0.354,0.476,0.497,0.083
4454.000,2.780,5.844,0.000,0.550,1.000,0.000,0.016,0.158,0.046,0.071,0.399,0.478
3865.000,2.640,7.021,0.000,0.800,2.000,3.000,0.086,0.088,0.148,0.381,0.743,0.410
1340.000,2.710,6.824,0.000,0.680,2.000,4.000,0.146,0.228,0.461,0.574,0.098,0.085
3736.000,2.555,5.415,0.000,0.780,2.000,2.000,0.281,0.772,0.572,0.517,0.011,0.219
1360.000,2.530,6.004,0.000,0.760,2.000,4.000,0.086,0.105,0.056,0.730,0.066,0.461
46.000,2.665,6.524,0.000,0.320,4.000,0.000,0.043,0.158,0.202,0.052,0.093,0.285
8500.000,2.415,6.365,0.000,0.540,1.000,0.000,0.086,0.263,0.407,0.088,0.077,0.459
83.000,2.716,5.522,0.000,0.760,2.000,4.000,0.151,0.140,0.513,0.657,0.038,0.022
1463.000,2.566,6.764,0.000,0.700,2.000,2.000,0.119,0.333,0.461,0.578,0.169,0.141
344.000,2.697,6.942,0.000,0.590,3.000,0.000,0.059,0.140,0.357,0.159,0.290,0.542
10104.000,2.667,6.670,0.000,0.540,1.000,3.000,0.022,0.211,0.001,0.309,0.454,0.222
1600.000,2.669,7.070,0.000,0.680,2.000,0.000,0.054,0.246,0.308,0.106,0.454,0.569
1018.000,2.471,6.618,0.000,0.500,1.000,3.000,0.130,0.018,0.225,0.231,0.415,0.260
9197.000,2.464,6.409,0.000,0.540,1.000,3.000,0.076,0.000,0.287,0.351,0.361,0.264
1226.000,2.390,6.399,0.000,0.570,3.000,3.000,0.135,0.070,0.408,0.356,0.372,0.163
2869.000,2.418,5.806,0.000,0.580,3.000,0.000,0.038,0.211,0.273,0.330,0.126,0.546
6017.000,2.563,6.771,0.000,0.830,0.000,1.000,0.092,0.316,0.831,0.233,0.066,0.000
1464.000,2.737,6.540,0.000,0.610,3.000,3.000,0.097,0.193,0.464,0.375,0.322,0.287
2844.000,2.970,7.220,0.000,0.440,4.000,3.000,0.086,0.035,0.149,0.259,0.279,0.300
7094.000,2.432,6.168,0.000,0.330,4.000,0.000,0.092,0.000,0.142,0.041,0.016,0.302
1194.000,2.616,7.363,0.000,0.550,1.000,3.000,0.119,0.140,0.287,0.366,0.350,0.048
1504.000,2.649,6.800,0.000,0.700,2.000,2.000,0.184,0.509,0.432,0.404,0.393,0.007
76.000,2.569,6.822,0.000,0.580,3.000,0.000,0.097,0.035,0.144,0.119,0.317,0.521
1485.000,2.500,7.372,0.000,0.690,2.000,3.000,0.081,0.246,0.266,0.367,0.628,0.053
7766.000,2.773,6.668,0.000,0.600,3.000,0.000,0.114,0.228,0.519,0.102,0.044,0.506
2081.000,2.578,5.721,0.000,0.600,3.000,4.000,0.151,0.105,0.310,0.542,0.055,0.020
3051.000,2.840,6.280,0.000,0.480,1.000,2.000,0.173,0.456,0.313,0.190,0.115,0.007
1537.000,2.498,7.320,0.000,0.520,1.000,0.000,0.076,0.018,0.023,0.152,0.443,0.410
346.000,2.566,6.642,0.000,0.780,2.000,2.000,0.168,0.526,0.606,0.543,0.126,0.051
937.000,2.753,6.454,0.000,0.550,1.000,0.000,0.108,0.018,0.215,0.272,0.339,0.421
4041.000,2.680,6.091,0.000,0.760,2.000,0.000,0.119,0.018,0.117,0.358,0.448,0.637
2681.000,2.804,6.414,0.000,0.450,1.000,0.000,0.005,0.193,0.142,0.233,0.197,0.357
2886.000,2.536,7.039,0.000,0.730,2.000,2.000,0.184,0.491,0.558,0.515,0.022,0.023
945.000,2.571,6.053,0.000,0.550,1.000,4.000,0.097,0.140,0.161,0.519,0.077,0.280
1766.000,2.333,6.118,0.000,0.950,0.000,4.000,0.016,0.281,0.095,0.869,0.257,0.493
2874.000,2.560,6.099,0.000,0.510,1.000,0.000,0.092,0.158,0.113,0.213,0.186,0.466
4228.000,2.620,6.930,0.000,0.550,1.000,3.000,0.173,0.018,0.217,0.191,0.448,0.355
189.000,2.775,6.817,0.000,0.720,2.000,2.000,0.211,0.386,0.540,0.527,0.093,0.106
938.000,2.758,5.738,0.000,0.360,4.000,0.000,0.157,0.123,0.135,0.033,0.000,0.284
910.000,2.834,6.259,0.000,0.620,3.000,3.000,0.195,0.263,0.014,0.332,0.481,0.177
1682.000,2.585,6.076,0.000,0.430,4.000,1.000,0.195,0.404,0.195,0.020,0.109,0.063
2970.000,2.771,6.635,0.000,0.520,1.000,0.000,0.114,0.018,0.090,0.091,0.350,0.438
195.000,2.710,7.025,0.000,0.830,0.000,3.000,0.103,0.123,0.085,0.291,0.814,0.448
10364.000,2.752,6.393,0.000,0.720,2.000,0.000,0.022,0.333,0.190,0.416,0.230,0.590
7766.000,2.658,7.059,0.000,0.670,2.000,3.000,0.254,0.070,0.223,0.426,0.350,0.163
87.000,2.396,7.254,0.000,0.720,2.000,3.000,0.205,0.404,0.380,0.347,0.585,0.056
6341.000,2.485,5.453,0.000,0.630,3.000,4.000,0.114,0.105,0.429,0.550,0.011,0.247
1408.000,2.459,7.085,0.000,0.630,3.000,3.000,0.216,0.070,0.475,0.376,0.333,0.143
1340.000,2.671,6.799,0.000,0.820,0.000,2.000,0.189,0.789,0.386,0.583,0.180,0.113
1110.000,2.751,6.414,0.000,0.900,0.000,4.000,0.168,0.088,0.372,0.753,0.060,0.710
1340.000,2.535,6.482,0.000,0.890,0.000,2.000,0.211,0.895,0.525,0.399,0.022,0.086
1548.000,2.582,6.106,0.000,0.700,2.000,4.000,0.162,0.105,0.305,0.647,0.055,0.181
579.000,2.533,7.080,0.000,0.430,4.000,3.000,0.108,0.123,0.112,0.293,0.191,0.275
1077.000,2.870,6.752,0.000,0.660,2.000,3.000,0.297,0.070,0.435,0.375,0.328,0.075
1050.000,2.770,6.508,0.000,0.490,1.000,0.000,0.097,0.211,0.211,0.055,0.339,0.343
1717.000,2.532,7.131,0.000,0.750,2.000,2.000,0.173,0.298,0.560,0.536,0.224,0.065
1478.000,2.705,7.070,0.000,0.610,3.000,4.000,0.130,0.140,0.376,0.513,0.115,0.123
1169.000,2.576,6.940,0.000,0.590,3.000,2.000,0.162,0.474,0.362,0.314,0.311,0.123
2861.000,2.790,5.323,0.000,0.700,2.000,0.000,0.103,0.211,0.029,0.611,0.126,0.526
3810.000,2.795,6.572,0.000,0.340,4.000,1.000,0.189,0.105,0.253,0.157,0.131,0.138
5780.000,2.609,7.058,0.000,0.640,3.000,3.000,0.189,0.018,0.120,0.417,0.393,0.098
12.000,2.458,6.776,0.000,0.750,2.000,2.000,0.162,0.386,0.461,0.575,0.251,0.022
450.000,2.813,6.983,0.000,1.000,0.000,0.000,0.038,0.351,0.936,0.119,0.852,0.781
74.000,2.858,7.144,0.000,0.680,2.000,2.000,0.065,0.526,0.439,0.523,0.153,0.101
118.000,2.479,5.895,0.000,0.810,0.000,4.000,0.135,0.053,0.592,0.648,0.011,0.085
2736.000,2.574,6.638,0.000,0.680,2.000,4.000,0.211,0.175,0.482,0.524,0.093,0.043
2989.000,2.676,6.731,0.000,0.670,2.000,3.000,0.168,0.246,0.379,0.443,0.388,0.211
1340.000,2.504,6.401,0.000,0.550,1.000,0.000,0.054,0.035,0.236,0.438,0.137,0.488
